State Name,Survey Year,Program Name,Definition Of Need,Test Score Merit Component,Performance Merit Component,Class Rank Merit Component,Grades Merit Component,Minimum Grade For Merit Component,Dollars Awarded To Under 2 Year In State Public Institutions,Recipients In Under 2 Year In State Public Institutions,Dollars Awarded To 2 Year In State Public Institutions,Recipients In 2 Year In State Public Institutions,Dollars Awarded To 4 Year In State Public Institutions,Recipients In 4 Year In State Public Institutions,Dollars Awarded To Out Of State Public Institutions,Recipients In Out Of State Public Institutions,Dollars Awarded To Under 2 Year In State Private Institutions,Recipients In Under 2 Year In State Private Institutions,Dollars Awarded To 2 Year In State Private Institutions,Recipients In 2 Year In State Private Institutions,Dollars Awarded To 4 Year In State Private Institutions,Recipients In 4 Year In State Private Institutions,Dollars Awarded To Out Of State Private Institutions,Recipients In Out Of State Private Institutions,Dollars Awarded To Under 2 Year In State Proprietary Institutions,Recipients In Under 2 Year In State Proprietary Institutions,Dollars Awarded To 2 Year In State Proprietary Institutions,Recipients In 2 Year In State Proprietary Institutions,Dollars Awarded To 4 Year In State Proprietary Institutions,Recipients In 4 Year In State Proprietary Institutions,Dollars Awarded To Out Of State Proprietary Institutions,Recipients In Out Of State Proprietary Institutions,Total Dollars Awarded,Total Number Of Recipients
Delaware,2014,University of Delaware Other State Funded Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,4482369,519,,,,,,,,,,,,,,,,,,,4482369,519
Delaware,2015,University of Delaware Other State Funded Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,4488182,477,,,,,,,,,,,,,,,,,,,4488182,477
Delaware,2016,University of Delaware Other State Funded Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,4484784,407,,,,,,,,,,,,,,,,,,,4484784,407
Delaware,2017,University of Delaware Other State Funded Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,4447278,668,,,,,,,,,,,,,,,,,,,4447278,668
Delaware,2018,University of Delaware Other State Funded Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1974400,314,,,,,,,,,,,,,,,,,,,1974400,314
Delaware,2005,University of Delaware Scholarships,N/A,        , CHECKED,        ,        ,0,,,,,1994700,,,,,,,,,,,,,,,,,,,,1994700,0
Delaware,2007,University of Delaware Scholarships,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1823000,564,,,,,,,,,,,,,,,,,,,1823000,564
Delaware,2005,University of Delaware Student Employment Program,Need (cost-EFC),        ,        ,        ,        ,0,,,,,136900,,,,,,,,,,,,,,,,,,,,136900,0
Delaware,2003,Workforce Development Grant,Maximum income/income based,        ,        ,        ,        ,0,,,27447,37,80880,106,,,,,20337,28,19677,21,,,,,,,,,,,192,148341
Delaware,2004,Workforce Development Grant,Maximum income/income based,        ,        ,        ,        ,0,,,23809,47,54089,67,,,,,10015,17,16278,14,,,,,,,,,,,,
Florida,2005,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1043750,949,,,,,,,,,,,1043750,949
Florida,2006,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1118477,1247,,,,,,,1234968,1439,,,2353445,2686
Florida,2007,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1149690,1213,,,,,,,2267676,2480,,,3417366,3693
Florida,2008,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1216850,1293,,,,,,,2829678,3152,,,4046528,4445
Florida,2009,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1229808,1360,,,,,,,3109447,3760,,,4339255,5120
Florida,2010,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1209481,1555,,,,,,,2697602,3723,,,3907083,5278
Florida,2011,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1253624,1718,,,,,,,2594448,3846,,,3848072,5564
Florida,2012,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1008763,1625,,,,,,,1342125,2490,,,2350888,4115
Florida,2013,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1034046,1704,,,,,,,1260647,2317,,,2294693,4021
Florida,2014,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,1738170,2669,,,,,,,1418877,2435,,,3157047,5104
Florida,2015,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,2997000,2625,,,,,,,2027000,2050,,,5024000,4675
Florida,2016,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,2779375,2397,,,,,,,2085000,2020,,,4864375,4417
Florida,2017,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,2434375,2182,,,,,,,1783250,1755,,,4217625,3937
Florida,2018,Access to Better Learning and Education Grant,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,3675320,1940,,,,,,,3021772,1822,,,6697092,3762
Florida,2003,African & Afro-Caribbean Scholarship,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2017,Benacquisto Scholarship,N/A,        ,        ,        ,        ,0,,,,,10419955,587,,,,,,,1475986,78,,,,,,,,,,,11895941,665
Florida,2018,Benacquisto Scholarship,N/A,        ,        ,        ,        ,0,,,11708622,837,,,,,,,,,1435566,91,,,,,,,,,,,13144188,928
Florida,2003,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2005,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2006,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2007,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2008,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2009,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2010,Critical Teacher Shortage Student Loan Forgiveness,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2003,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2005,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2006,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2007,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2008,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2009,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2010,Critical Teacher Shortage Tuition Reimbursement,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2003,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,221665,218,,,,,,,,,135000,55,,,,,,,,,,,273,356665
Florida,2004,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,210405,185,,,,,,,,,140400,50,,,,,,,,,,,,
Florida,2005,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,136602,125,,,,,,,,,92400,43,,,,,,,,,,,229002,168
Florida,2006,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,161475,184,,,,,,,,,108920,40,,,,,,,,,,,270395,224
Florida,2007,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,143909,137,,,,,,,,,109200,42,,,,,,,,,,,253109,179
Florida,2008,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,224591,237,,,,,,,,,129600,51,,,,,,,,,,,354191,288
Florida,2009,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,259154,328,,,,,,,,,124200,50,,,,,,,,,,,383354,378
Florida,2010,Ethics in Business Scholarship Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2003,Exceptional Child Scholarship,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2007,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,,,12068779,7508,,,,,,,,,,,,,,,,,,,12068779,7508
Florida,2008,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,3880058,4830,12609850,6926,,,,,,,,,,,,,,,,,,,16489908,11756
Florida,2009,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,4000000,4961,11947788,6030,,,,,,,,,,,,,,,,,,,15947788,10991
Florida,2010,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,3400000,4759,10292940,4869,,,,,,,,,,,,,,,,,,,13692940,9628
Florida,2011,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,3300000,4607,9848355,5569,,,,,,,,,,,,,,,,,,,13148355,10176
Florida,2012,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2794034,4311,8382046,4573,,,,,,,,,,,,,,,,,,,11176080,8884
Florida,2013,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2654332,4423,7948420,4789,,,,,,,,,,,,,,,,,,,10602752,9212
Florida,2014,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2731535,4267,7882791,5201,,,,,,,,,,,,,,,,,,,10614326,9468
Florida,2015,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2654266,4152,7962994,4523,,,,,,,,,,,,,,,,,,,10617260,8675
Florida,2016,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2654332,4046,7962994,4188,,,,,,,,,,,,,,,,,,,10617326,8234
Florida,2017,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,2654032,4293,7962994,4069,,,,,,,,,,,,,,,,,,,10617026,8362
Florida,2018,First Generation Matching Grant,Need (cost-EFC),        ,        ,        ,        ,0,,,5271309,8496,15925988,7255,,,,,,,,,,,,,,,,,,,21197297,15751
Florida,2003,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,18374,14,278618,199,,,,,,,57000,39,,,,,,,,,,,252,353992
Florida,2004,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,17061,14,281617,203,,,,,,,57000,38,,,,,,,,,,,,
Florida,2005,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,26062,20,266806,188,,,,,,,54000,36,,,,,,,,,,,346868,244
Florida,2006,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,11812,10,282370,200,,,,,,,57374,41,,,,,,,,,,,351556,251
Florida,2007,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,13687,10,294744,205,,,,,,,49125,34,,,,,,,1500,1,,,359056,250
Florida,2008,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,19124,15,297747,209,,,,,,,46312,33,,,,,,,,,,,363183,257
Florida,2009,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,23810,17,290435,201,,,,,,,44250,30,,,,,,,,,,,358495,248
Florida,2010,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,18792,14,301644,208,,,,,,,39852,24,,,,,,,,,,,360288,246
Florida,2011,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,13515,11,315933,221,,,,,,,35934,22,,,,,,,,,,,365382,254
Florida,2012,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,10191,10,240714,211,,,,,,,32508,28,,,,,,,,,,,283413,249
Florida,2013,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        , CHECKED,        ,0,,,6708,8,239811,203,,,,,,,39904,30,,,,,,,,,,,286423,241
Florida,2014,Florida Bright Futures Scholarship Program-ATS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,,,6116,6,248600,216,,,,,,,43648,32,,,,,,,,,,,298364,254
Florida,2015,Florida Bright Futures Scholarship Program-ATS Awards,N/A,        ,        ,        , CHECKED,3.5,,,4312,4,249348,216,,,,,,,39908,32,,,,,,,,,,,293568,252
Florida,2016,Florida Bright Futures Scholarship Program-ATS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,,,6468,6,231440,202,,,,,,,39424,30,,,,,,,,,,,277332,238
Florida,2017,Florida Bright Futures Scholarship Program-ATS Awards,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,7216,8,230956,203,,,,,,,28864,23,,,,,,,,,,,267036,234
Florida,2018,Florida Bright Futures Scholarship Program-ATS Awards,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,9328,9,248996,211,,,,,,,25432,21,,,,,,,,,,,283756,241
Florida,2003,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,,,1903545,1158,59566469,21171,,,,,22756,15,9737334,3048,,,,,,,,,,,25392,71230104
Florida,2004,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,0,7095,4,2263149,1277,65281740,21611,,,532,1,12497,8,10578369,3125,,,,,,,,,,,,
Florida,2005,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,6477,4,2603310,1410,74404943,23077,,,2208,1,0,0,11654271,3278,,,,,,,,,,,88671209,27770
Florida,2006,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,3998,5,2845006,1438,85435987,25125,,,,,,,12693306,3411,,,3752,3,2570,2,103916,34,,,101088535,30018
Florida,2007,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,13380,6,3130072,1534,94634784,26816,,,,,,,13390545,3503,,,5274,3,1339,1,96846,33,,,111272240,31896
Florida,2008,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,5909,4,3315975,1642,102848284,28747,,,,,,,13701942,3550,,,4618,2,,,109344,32,,,119986072,33977
Florida,2009,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,9373,7,3819318,1874,112841208,30573,,,,,,,14173255,3578,,,1136,1,6088,3,154870,47,,,131005248,36083
Florida,2010,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,10997,8,3238290,1962,107570943,32604,,,,,,,13708140,3683,,,4154,2,1768,1,176526,51,,,124710818,38311
Florida,2011,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,11815,10,3191217,1958,109914412,33744,,,,,,,14035749,3799,,,945,1,847,1,160976,48,,,127315961,39561
Florida,2012,Florida Bright Futures Scholarship Program-FAS Awards,N/A,        ,        ,        , CHECKED,3,6696,5,2552923,1984,89786248,34303,,,,,,,11604248,3886,,,1479,2,2752,3,103983,43,,,104058329,40226
Florida,2013,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,7549,9,2443369,1862,90207100,34933,,,,,,,11886121,4030,,,2025,2,1828,2,111211,41,,,104659203,40879
Florida,2014,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,8093,8,2403778,1826,93654664,35465,,,,,,,12314400,4154,,,,,1176,2,110935,40,,,108493046,41495
Florida,2015,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,9738,7,2195507,1695,91184904,35205,,,,,,,12030272,4064,,,,,,,99241,36,,,105519662,41007
Florida,2016,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,10994,9,2254187,1719,90617470,35084,,,,,,,11852940,3999,,,1380,1,3192,2,86973,33,,,104827136,40847
Florida,2017,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,8809,8,2278335,1776,92349666,35678,,,2102,1,,,11583771,3897,,,4827,3,1848,2,62779,25,,,106292137,41390
Florida,2018,Florida Bright Futures Scholarship Program-FAS Awards,N/A, CHECKED,        ,        , CHECKED,3.5,29459,11,6334698,2188,260625455,39338,,,,,,,28462439,4211,,,,,1340,1,184132,24,,,295637523,45773
Florida,2003,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        ,        , CHECKED,3,,,15370122,17483,95575278,57790,,,,,110075,127,16323205,8541,,,,,,,,,,,83941,127378680
Florida,2004,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,0,103810,109,18330184,19660,115901358,65108,,,22209,30,131355,120,18789668,9216,,,,,,,,,,,,
Florida,2005,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,142732,140,21550016,21970,133078239,70552,,,29156,35,49105,50,21467640,9994,,,,,,,,,,,176316888,102741
Florida,2006,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,169124,162,24748646,23504,152467231,75914,,,,,25643,25,21883851,9623,,,34625,40,42820,41,1455264,739,,,200827204,110048
Florida,2007,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,186070,176,40004117,26941,167649081,80319,,,2126,2,,,23441338,10017,,,48465,57,54347,49,1776218,873,,,233161762,118434
Florida,2008,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,219189,201,49911571,32190,179490022,83097,,,2513,2,,,25176392,10459,,,56601,57,77732,58,2164717,1024,,,257098737,127088
Florida,2009,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,293148,262,65535090,38129,198275953,84776,,,2492,2,,,28279697,10888,,,90492,89,103171,83,2408783,1062,,,294988826,135291
Florida,2010,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,257101,256,64140795,40440,198474155,87559,,,7669,4,1416,1,29217399,11154,,,115006,103,109027,87,2278908,1037,,,294601476,140641
Florida,2011,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,246626,247,59490882,38756,199923771,89380,,,,,5413,4,28683266,11013,,,112286,82,100658,86,2379996,1103,,,290942898,140671
Florida,2012,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        ,        , CHECKED,2.75,167067,207,41989125,34042,159279526,88394,,,988,1,2679,2,22576590,10910,,,48256,54,81553,93,1390782,779,,,225536566,134482
Florida,2013,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        ,        , CHECKED,3,177814,195,34278932,27561,148074235,81607,,,,,,,20874659,10020,,,46312,48,69176,80,1146566,628,,,204667694,120139
Florida,2014,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        ,        , CHECKED,3,160918,175,28901730,23003,143001804,77439,,,,,928,1,19654770,9316,,,40834,43,60702,69,974069,543,,,192795755,110589
Florida,2015,Florida Bright Futures Scholarship Program-FMS Awards,N/A,        ,        , CHECKED, CHECKED,3,99828,111,16609016,14082,116939974,65225,,,1807,2,512,1,15462215,7495,,,20992,26,42394,48,586132,370,,,149762870,87360
Florida,2016,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        ,        , CHECKED,3,47039,51,9823881,8743,97343724,54649,,,969,1,630,1,12385528,6054,,,8082,11,25547,19,325779,215,,,119961179,69744
Florida,2017,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        , CHECKED, CHECKED,3,41309,44,7212464,6033,79284433,44046,,,3774,3,1512,1,9795897,4758,,,4521,5,6189,7,204191,133,,,96554290,55030
Florida,2018,Florida Bright Futures Scholarship Program-FMS Awards,N/A, CHECKED,        , CHECKED, CHECKED,3,31915,37,7665185,6018,69555219,38190,,,6382,5,882,1,8490877,4046,,,4524,5,1050,1,110175,63,,,85866209,48366
Florida,2003,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,,,1358182,1566,1477757,906,,,,,9115,11,396976,216,,,,,,,,,,,2699,3242030
Florida,2004,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,0,21944,23,1458451,1564,1543786,874,,,4587,5,12391,9,369953,190,,,,,,,,,,,,
Florida,2005,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,30067,27,1558636,1585,1580025,836,,,2714,4,11129,10,426834,202,,,,,,,,,,,3609405,2664
Florida,2006,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,26376,25,1822234,1733,1715838,880,,,,,4930,4,371858,165,,,6892,7,5175,6,114620,59,,,4067923,2879
Florida,2007,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,13078,13,1096457,996,823752,399,,,1308,1,,,194105,83,,,6868,7,2080,2,83733,40,,,2221381,1541
Florida,2008,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,27640,24,1278052,1100,842597,390,,,,,,,215936,90,,,7203,6,8614,6,46877,22,,,2426919,1638
Florida,2009,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,27265,25,1520893,1188,709210,298,,,712,1,,,303959,122,,,8307,7,11512,7,77682,32,,,2659540,1680
Florida,2010,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,31600,32,2190332,1774,1083737,477,,,,,,,365748,141,,,11378,10,8889,8,168510,69,,,3860194,2511
Florida,2011,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,27908,27,2209698,1926,1761912,821,,,1222,1,,,460759,188,,,11711,9,1856,2,170237,68,,,4645303,3042
Florida,2012,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,2.75,29210,30,1631804,1781,1689239,1062,,,798,1,,,445125,242,,,7632,9,6335,7,144047,79,,,3954190,3211
Florida,2013,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,19775,24,1090209,1259,1102078,787,,,684,1,,,235730,148,,,7794,9,7836,7,73164,49,,,2537270,2284
Florida,2014,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,25689,28,846246,1002,716865,517,,,,,,,182775,121,,,5953,5,8042,9,47028,34,,,1832598,1716
Florida,2015,Florida Bright Futures Scholarship Program-GSV Awards,N/A,        ,        ,        , CHECKED,3,36897,44,1111771,1268,295787,268,,,,,,,143987,112,,,5919,5,7236,7,23369,20,,,1624966,1724
Florida,2016,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,37281,44,990684,1119,66297,71,,,,,,,101468,87,,,4980,5,9224,8,11691,11,,,1221625,1345
Florida,2017,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,38262,45,864545,1022,9240,7,,,926,1,,,61452,48,,,7409,5,4338,4,7840,9,,,994012,1141
Florida,2018,Florida Bright Futures Scholarship Program-GSV Awards,N/A, CHECKED,        ,        , CHECKED,3,39771,46,777896,915,,,,,1611,2,,,57736,49,,,7106,6,1152,1,5792,8,,,891064,1027
Florida,2018,Florida Bright Futures Scholarship Program–GSC Awards,N/A,        , CHECKED,        ,        ,0,3285,3,59424,66,,,,,,,7440,6,,,,,,,768,1,384,1,,,71301,77
Florida,2003,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2005,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2006,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2007,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2008,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2009,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2010,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2011,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2012,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2013,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2014,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2015,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2016,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2017,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2018,Florida Education Fund,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Florida,2003,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2005,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,76000,23,804000,242,,,,,,,1180000,347,,,,,,,,,,,2060000,612
Florida,2006,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,104000,35,718500,218,,,,,,,1052200,329,,,,,,,,,,,1874700,582
Florida,2007,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,163941,51,810000,250,,,,,,,930000,288,,,,,,,,,,,1903941,589
Florida,2008,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,292000,100,932000,288,,,,,,,966000,302,,,,,,,,,,,2190000,690
Florida,2009,Florida Fund for Minority Teachers,N/A,        ,        ,        ,        ,0,,,384000,111,1206000,369,,,,,876000,277,,,,,,,,,,,,,2466000,757
